kind,id,path,bytes,sha256,detail,w,h,slice_l,slice_t,slice_r,slice_b,tint,source,notes,source_sha256,priority,status
"action48","exit","roblox/assets/actions/exit_48.png","595","5b1bbb802b24b7899d54b0dfcf40ab9c7cae878989a31005b51524dc92f3bbd2","nearest2x(native24)","48","48","","","","","no","docs/art/roblox-v0.5.0/ai-window-source/native-assets.json","Phase3 AI-window;Open doorway with outgoing arrow; no text;no baked text;native2px outline at48","6a5ada1b61ccbfba4eddc975b26c44d20cf73487afac911a0eb14440051c0893","AI-window","delivered"
"action48","bot","roblox/assets/actions/bot_48.png","598","c0240014561b7846908182dc8501b3ad1818abb634197d1e85bf54d06a09f670","nearest2x(native24)","48","48","","","","","no","docs/art/roblox-v0.5.0/ai-window-source/native-assets.json","Phase3 AI-window;Chamfered robot face; two slot eyes; one flat signal nub;no baked text;native2px outline at48","6a5ada1b61ccbfba4eddc975b26c44d20cf73487afac911a0eb14440051c0893","AI-window","delivered"
"badge48","ai_grade5","roblox/assets/badges/ai_grade5_48.png","643","702d73e2ab1f14ab05f07816e4bc8b43fc23db17af4637e7597b63786cb372fa","nearest2x(native24)","48","48","","","","","no","docs/art/roblox-v0.5.0/ai-window-source/native-assets.json","Phase3 AI-window;Blue shield and single chevron; runtime label 5급; show24 or48;no baked text;native2px outline at48","6a5ada1b61ccbfba4eddc975b26c44d20cf73487afac911a0eb14440051c0893","AI-window","delivered"
"badge48","ai_dan5","roblox/assets/badges/ai_dan5_48.png","676","138247e9606891866caf41156b5e4e73cc6153774e9be5c698e690a489894424","nearest2x(native24)","48","48","","","","","no","docs/art/roblox-v0.5.0/ai-window-source/native-assets.json","Phase3 AI-window;Gold eight-sided rosette and diamond; runtime label 5단; show24 or48;no baked text;native2px outline at48","6a5ada1b61ccbfba4eddc975b26c44d20cf73487afac911a0eb14440051c0893","AI-window","delivered"
"status48","thinking","roblox/assets/status/thinking_48.png","628","904b3f0c0c16509ed39b90635685720b44e4c489c7da2532c92bd113f345dd0c","nearest2x(native24)","48","48","","","","","no","docs/art/roblox-v0.5.0/ai-window-source/native-assets.json","Phase3 AI-window;Static thought bubble with three processing lights; no animated claim;no baked text;native2px outline at48","6a5ada1b61ccbfba4eddc975b26c44d20cf73487afac911a0eb14440051c0893","AI-window","delivered"
"ui","banner","roblox/assets/ui/banner.png","1788","6c3163b026366e67e35d812da54b718cbe53441f2a6f21bcb10acf243bb964fc","nearest2x(native128x64)","256","128","16","16","112","112","no","docs/art/roblox-v0.5.0/banner-source/native-assets.json","Central banner;runtime540x112;existing Art.SLICE.panel compatible;caps16/16/144/16;flat text background#13161e;no baked text;optional variants not produced","a3ec14ab19119291d735d0e489968812be9b929c987d7cdbe0cfc53804961434","banner","delivered"
"fx96","hit","roblox/assets/fx/hit_96x8.png","2895","1ca38b6bd53bc9c6a8b0ce0dc3c42e5e7ec8fdf124d9a132df894f49566d43ca","nearest2x(native48-frame x8)","768","96","","","","","yes","docs/art/roblox-v0.5.0/fx-source/native-assets.json","frames=8;frame=96x96;horizontal;offset=96*n/0;n=0..7;first-sparse;last-blank;alpha0/255;native48-frame;timing-not-set","f55ddbbf6e7a1175a4506d4e5cc17ff28148c025e0f72d3f77ced6f7b3ce4912","P1-FX","delivered"
"fx96","explosion","roblox/assets/fx/explosion_96x8.png","5410","1b48e159310dd274ccd262d21c3c689057ee633851a50414f1ce51cad5219c96","nearest2x(native48-frame x8)","768","96","","","","","no","docs/art/roblox-v0.5.0/fx-source/native-assets.json","frames=8;frame=96x96;horizontal;offset=96*n/0;n=0..7;first-sparse;last-blank;alpha0/255;native48-frame;timing-not-set","f55ddbbf6e7a1175a4506d4e5cc17ff28148c025e0f72d3f77ced6f7b3ce4912","P1-FX","delivered"
"fx96","trap","roblox/assets/fx/trap_96x8.png","5073","e6aa78dc2483119b879fda9df3d5dc9f11b622c19780f062a04f8fa037eb48d3","nearest2x(native48-frame x8)","768","96","","","","","no","docs/art/roblox-v0.5.0/fx-source/native-assets.json","frames=8;frame=96x96;horizontal;offset=96*n/0;n=0..7;first-sparse;last-blank;alpha0/255;native48-frame;timing-not-set","f55ddbbf6e7a1175a4506d4e5cc17ff28148c025e0f72d3f77ced6f7b3ce4912","P1-FX","delivered"
"fx96","shield","roblox/assets/fx/shield_96x8.png","2953","cebed45c080cf75ff76978ff4360264ba87c5e6783aa0841cc7c251e2cb3859d","nearest2x(native48-frame x8)","768","96","","","","","yes","docs/art/roblox-v0.5.0/fx-source/native-assets.json","frames=8;frame=96x96;horizontal;offset=96*n/0;n=0..7;first-sparse;last-blank;alpha0/255;native48-frame;timing-not-set","f55ddbbf6e7a1175a4506d4e5cc17ff28148c025e0f72d3f77ced6f7b3ce4912","P1-FX","delivered"
"fx96","heal","roblox/assets/fx/heal_96x8.png","2341","62ec4b1cb186bb321e9d2f12f30659484d37c5337397cee7adf69644022ead7f","nearest2x(native48-frame x8)","768","96","","","","","yes","docs/art/roblox-v0.5.0/fx-source/native-assets.json","frames=8;frame=96x96;horizontal;offset=96*n/0;n=0..7;first-sparse;last-blank;alpha0/255;native48-frame;timing-not-set","f55ddbbf6e7a1175a4506d4e5cc17ff28148c025e0f72d3f77ced6f7b3ce4912","P1-FX","delivered"
"fx96","burn","roblox/assets/fx/burn_96x8.png","3698","04590e7c6e6d68dfbddef35f6a7c9f05f355cad81ed40ca1a19ed6cb28cf38a0","nearest2x(native48-frame x8)","768","96","","","","","no","docs/art/roblox-v0.5.0/fx-source/native-assets.json","frames=8;frame=96x96;horizontal;offset=96*n/0;n=0..7;first-sparse;last-blank;alpha0/255;native48-frame;timing-not-set","f55ddbbf6e7a1175a4506d4e5cc17ff28148c025e0f72d3f77ced6f7b3ce4912","P1-FX","delivered"
"fx96","weaken","roblox/assets/fx/weaken_96x8.png","3921","c1b2539a2055850387e1d6c939faa538b77f3277e2a4862b7b18431b27f141db","nearest2x(native48-frame x8)","768","96","","","","","no","docs/art/roblox-v0.5.0/fx-source/native-assets.json","frames=8;frame=96x96;horizontal;offset=96*n/0;n=0..7;first-sparse;last-blank;alpha0/255;native48-frame;timing-not-set","f55ddbbf6e7a1175a4506d4e5cc17ff28148c025e0f72d3f77ced6f7b3ce4912","P1-FX","delivered"
"fx96","shock","roblox/assets/fx/shock_96x8.png","5014","114d8bf4a82469f9211d5ffc1cabd242be1af3ce775f13b4b9c45188cbbf8aa8","nearest2x(native48-frame x8)","768","96","","","","","no","docs/art/roblox-v0.5.0/fx-source/native-assets.json","frames=8;frame=96x96;horizontal;offset=96*n/0;n=0..7;first-sparse;last-blank;alpha0/255;native48-frame;timing-not-set","f55ddbbf6e7a1175a4506d4e5cc17ff28148c025e0f72d3f77ced6f7b3ce4912","P1-FX","delivered"
"fx96","capture","roblox/assets/fx/capture_96x8.png","5634","82cf6c05424c52c285c99a4388fc45701a73fd01d22722f31e8f294d43a93d9f","nearest2x(native48-frame x8)","768","96","","","","","no","docs/art/roblox-v0.5.0/fx-source/native-assets.json","frames=8;frame=96x96;horizontal;offset=96*n/0;n=0..7;first-sparse;last-blank;alpha0/255;native48-frame;timing-not-set","f55ddbbf6e7a1175a4506d4e5cc17ff28148c025e0f72d3f77ced6f7b3ce4912","P1-FX","delivered"
"fx96","flee","roblox/assets/fx/flee_96x8.png","2911","81c8b44776332ef201d37c2b7b2301fc007720235a220d36d3733051cfe39253","nearest2x(native48-frame x8)","768","96","","","","","no","docs/art/roblox-v0.5.0/fx-source/native-assets.json","frames=8;frame=96x96;horizontal;offset=96*n/0;n=0..7;first-sparse;last-blank;alpha0/255;native48-frame;timing-not-set","f55ddbbf6e7a1175a4506d4e5cc17ff28148c025e0f72d3f77ced6f7b3ce4912","P1-FX","delivered"
"fx96","dragon","roblox/assets/fx/dragon_96x8.png","3952","b2be677928dc73a76d9cef39cc525f8834cf32e686231e7813725cc26974fd39","nearest2x(native48-frame x8)","768","96","","","","","no","docs/art/roblox-v0.5.0/fx-source/native-assets.json","frames=8;frame=96x96;horizontal;offset=96*n/0;n=0..7;first-sparse;last-blank;alpha0/255;native48-frame;timing-not-set","f55ddbbf6e7a1175a4506d4e5cc17ff28148c025e0f72d3f77ced6f7b3ce4912","P2-FX","delivered"
"fx96","witch","roblox/assets/fx/witch_96x8.png","5426","43c0e9cf3f7bf01b0b38038ab558387a33a53bbb23ff8c22e927dde632d69c05","nearest2x(native48-frame x8)","768","96","","","","","no","docs/art/roblox-v0.5.0/fx-source/native-assets.json","frames=8;frame=96x96;horizontal;offset=96*n/0;n=0..7;first-sparse;last-blank;alpha0/255;native48-frame;timing-not-set","f55ddbbf6e7a1175a4506d4e5cc17ff28148c025e0f72d3f77ced6f7b3ce4912","P2-FX","delivered"
"fx96","reaper","roblox/assets/fx/reaper_96x8.png","4238","074e516c63bb6992cc0b764bd73111f8d17a44ff07c00d747bff2e7f6725cb3a","nearest2x(native48-frame x8)","768","96","","","","","no","docs/art/roblox-v0.5.0/fx-source/native-assets.json","frames=8;frame=96x96;horizontal;offset=96*n/0;n=0..7;first-sparse;last-blank;alpha0/255;native48-frame;timing-not-set","f55ddbbf6e7a1175a4506d4e5cc17ff28148c025e0f72d3f77ced6f7b3ce4912","P2-FX","delivered"
"board","hl_memo","roblox/assets/board/hl_memo.png","1165","064c06349397f66d26237a0a626550f77e88d27740b058e108af71635ceca466","nearest4x(native32)","128","128","32","32","96","96","no","docs/art/roblox-v0.5.0/fx-source/memo-native-assets.json","Memo marker only;no hidden-unit identity;manual viewer memo;alpha0/255;small-cell32px SliceScale0.25;center transparent;warm dotted edge","02845458b10d8073dc5352a6d97517d4e77ef612738230312b1fbd90f8eecb83","P2-memo","delivered"
"token64","memo","roblox/assets/tokens/memo_64.png","815","e35681d9a046fb65b92dfd976e36438a4ba8603b0ce752f6f2d76a1a9905ff37","nearest2x(native32)","64","64","","","","","no","docs/art/roblox-v0.5.0/fx-source/memo-native-assets.json","Memo marker only;no hidden-unit identity;manual viewer memo;alpha0/255","02845458b10d8073dc5352a6d97517d4e77ef612738230312b1fbd90f8eecb83","P2-memo","delivered"
"ui","banner_good","roblox/assets/ui/banner_good.png","1787","7006f8afb207e0d6f63c0adbe06b9d785338f47d8e78b1f807be811ba9bd19d3","nearest2x(native128x64)","256","128","16","16","112","112","no","docs/art/roblox-v0.5.0/banner-variants-source/native-assets.json","Palette-only banner variant;runtime540x112;SliceScale1;Pixelated;flat#13161e;text-safe;original silhouette preserved","933a057caa6b829cb6b31623c1165ce2e08ee6fc591b9dc900b3991a360871da","banner-variants","delivered"
"ui","banner_bad","roblox/assets/ui/banner_bad.png","1786","c39449f7169813bf05adfd87d63fa23138d4cf8c75657e764f44d4bc20f2cf3b","nearest2x(native128x64)","256","128","16","16","112","112","no","docs/art/roblox-v0.5.0/banner-variants-source/native-assets.json","Palette-only banner variant;runtime540x112;SliceScale1;Pixelated;flat#13161e;text-safe;original silhouette preserved","933a057caa6b829cb6b31623c1165ce2e08ee6fc591b9dc900b3991a360871da","banner-variants","delivered"
"tut512","win","roblox/assets/tutorial/tut_win.png","6991","2ecbd0748f978ce09e756a9f9c18918c3a7dbb9fac458662e9d7782b1855d15c","nearest2x(native256x144)","512","288","","","","","no","docs/art/roblox-v0.5.0/tutorial-source/native-assets.json","Three win routes; annihilation is 6 minions plus 2 allies only;RGBA8;alpha0or255;Pixelated","ed71da110976cf5f9df3154b6c2bc29d60386419e7a93be00f80acc84af10660","tutorial","delivered"
"tut512","pieces","roblox/assets/tutorial/tut_pieces.png","7120","a5322b2d50c6addd76129f68b981998bd0cffd6977f37d22cf9fb1981b57980d","nearest2x(native256x144)","512","288","","","","","no","docs/art/roblox-v0.5.0/tutorial-source/native-assets.json","Own roster14 mirrored by14 identical unknown tokens; no hidden-type leakage;RGBA8;alpha0or255;Pixelated","ed71da110976cf5f9df3154b6c2bc29d60386419e7a93be00f80acc84af10660","tutorial","delivered"
"tut512","move","roblox/assets/tutorial/tut_move.png","7052","e637bad99b00a6f92a43e4b9e8a244d48540a2fc063981e401aa5eddc2c0a84b","nearest2x(native256x144)","512","288","","","","","no","docs/art/roblox-v0.5.0/tutorial-source/native-assets.json","Orthogonal1; diagonalX; forest ghost composited into opaque RGB;RGBA8;alpha0or255;Pixelated","ed71da110976cf5f9df3154b6c2bc29d60386419e7a93be00f80acc84af10660","tutorial","delivered"
"tut512","search","roblox/assets/tutorial/tut_search.png","7533","58014cfe08622c6cf5d1306e9ef8f97332d2baf797bc021ae9511f2f887519de","nearest2x(native256x144)","512","288","","","","","no","docs/art/roblox-v0.5.0/tutorial-source/native-assets.json","Move and trace; hourglass turn boundary; next-turn search; living3 types only;RGBA8;alpha0or255;Pixelated","ed71da110976cf5f9df3154b6c2bc29d60386419e7a93be00f80acc84af10660","tutorial","delivered"
"tut512","battle","roblox/assets/tutorial/tut_battle.png","7091","efad49b1ba0cc5204747310714df75c2ff631b1f829007a55cbc7e0188116687","nearest2x(native256x144)","512","288","","","","","no","docs/art/roblox-v0.5.0/tutorial-source/native-assets.json","Adjacent contact; fire>grass>lightning>water>fire;RGBA8;alpha0or255;Pixelated","ed71da110976cf5f9df3154b6c2bc29d60386419e7a93be00f80acc84af10660","tutorial","delivered"
"tut512","bomb","roblox/assets/tutorial/tut_bomb.png","8809","a169212dead98a8427039a2bbd66d982f163b7a69de886a211992355e47daee2","nearest2x(native256x144)","512","288","","","","","no","docs/art/roblox-v0.5.0/tutorial-source/native-assets.json","Minion+bomb both removed; king/ally survive; bomb+trap both removed; trapped victim locked;RGBA8;alpha0or255;Pixelated","ed71da110976cf5f9df3154b6c2bc29d60386419e7a93be00f80acc84af10660","tutorial","delivered"
"tut512","capture","roblox/assets/tutorial/tut_capture.png","6426","f73683066b3c8afce2437737d5178fafc16649dedd0fec0c82f5ef587cab27fc","nearest2x(native256x144)","512","288","","","","","no","docs/art/roblox-v0.5.0/tutorial-source/native-assets.json","Original purple faceted capture tool; low enemyHP; capture70percent/flee30percent shown as pips; no numerals;RGBA8;alpha0or255;Pixelated","ed71da110976cf5f9df3154b6c2bc29d60386419e7a93be00f80acc84af10660","tutorial","delivered"
"tut512","tele","roblox/assets/tutorial/tut_tele.png","6972","cfb535875471458c22c158a42cd8d5868d9ea2dd50defd4c8020ead18c7b2bde","nearest2x(native256x144)","512","288","","","","","no","docs/art/roblox-v0.5.0/tutorial-source/native-assets.json","Enemy3rows eligibility; own trap token swap allowed; trapped living piece cannot be either end;RGBA8;alpha0or255;Pixelated","ed71da110976cf5f9df3154b6c2bc29d60386419e7a93be00f80acc84af10660","tutorial","delivered"
"tut512","burn","roblox/assets/tutorial/tut_burn.png","7245","6da90c70111abd867d717dccddb1510d9715239c2e4696fbd6cf60982e735075","nearest2x(native256x144)","512","288","","","","","no","docs/art/roblox-v0.5.0/tutorial-source/native-assets.json","Straight2; opponent forest/land1 including current and traversed cells; bomb2; trap cannot self-move;RGBA8;alpha0or255;Pixelated","ed71da110976cf5f9df3154b6c2bc29d60386419e7a93be00f80acc84af10660","tutorial","delivered"
"tut512","check","roblox/assets/tutorial/tut_check.png","5935","053d456017fec0282436c76ccc5e14b4b430ee6fac3128a9ffe98fc29c259f75","nearest2x(native256x144)","512","288","","","","","no","docs/art/roblox-v0.5.0/tutorial-source/native-assets.json","Select>move>adjacent fight>endturn; summary not exclusive list of main actions;RGBA8;alpha0or255;Pixelated","ed71da110976cf5f9df3154b6c2bc29d60386419e7a93be00f80acc84af10660","tutorial","delivered"
"action48","help","roblox/assets/actions/help_48.png","625","7eb9947cbff04dd5c7f8ecfca87dfc4f3e84783fe7da5a3266a65e122c4782a3","nearest2x(native24)","48","48","","","","","no","docs/art/roblox-v0.5.0/tutorial-source/native-assets.json","Open book; native24; existing action48 outline weight; no baked text;RGBA8;alpha0or255;Pixelated","ed71da110976cf5f9df3154b6c2bc29d60386419e7a93be00f80acc84af10660","tutorial","delivered"
"ui","panel_sign","roblox/assets/ui/panel_sign.png","798","60c898402f0ae233bf65d10f4b2bb1f9cb00e8995d2078d9f75f5e9a5ee43c23","nearest2x(native64x32)","128","64","12","12","116","52","no","docs/art/roblox-v0.5.0/tutorial-source/native-assets.json","Dark walnut sign text backing; native64x32; SliceScale1; use light runtime text; no baked text;RGBA8;alpha0or255;Pixelated","ed71da110976cf5f9df3154b6c2bc29d60386419e7a93be00f80acc84af10660","tutorial","delivered"
"leader256","king","roblox/assets/leaders/king/battle256.png","80795","6574a91ad61e36e6b350a180b5f9be4343ccfd4f6a3201642d13af98cd7f3b0f","LANCZOS(Earth 1254 원본)","256","256","","","","","no","demo/assets/leaders/leaders-manifest.json","#124 왕·동료 픽셀 아트 — HTML 데모 납품본을 그대로 미러. 팀 틴트 없음(자체 색);source=demo/assets/leaders/king/battle256.png","","leaders","delivered"
"leader256","ally","roblox/assets/leaders/ally/battle256.png","59737","ae79061fb79664f0b2eb60969ed1be06badd8bf49a56b825db4bcb88e5aed900","LANCZOS(Earth 1254 원본)","256","256","","","","","no","demo/assets/leaders/leaders-manifest.json","#124 왕·동료 픽셀 아트 — HTML 데모 납품본을 그대로 미러. 팀 틴트 없음(자체 색);source=demo/assets/leaders/companion/battle256.png","","leaders","delivered"
"leader64","king","roblox/assets/leaders/king/icon64.png","8947","3058c20a691ced2d9bd5d944e0465f35a9b176285097cc4eb5f50affedf6d4da","LANCZOS(Earth 1254 원본)","64","64","","","","","no","demo/assets/leaders/leaders-manifest.json","#124 왕·동료 픽셀 아트 — HTML 데모 납품본을 그대로 미러. 팀 틴트 없음(자체 색);source=demo/assets/leaders/king/icon64.png","","leaders","delivered"
"leader64","ally","roblox/assets/leaders/ally/icon64.png","6635","8da97f28aae44ba9139cfd7deff2ae43db51983db1db6d15250ee78512c37dd5","LANCZOS(Earth 1254 원본)","64","64","","","","","no","demo/assets/leaders/leaders-manifest.json","#124 왕·동료 픽셀 아트 — HTML 데모 납품본을 그대로 미러. 팀 틴트 없음(자체 색);source=demo/assets/leaders/companion/icon64.png","","leaders","delivered"
